Date,Close,High,Low,Open,Volume
2014-09-17,99.91000366210938,99.91000366210938,99.91000366210938,99.91000366210938,1157.0
2014-09-18,99.91000366210938,99.91000366210938,99.91000366210938,99.91000366210938,1157.0
2014-09-19,99.91000366210938,99.9124984741211,99.91000366210938,99.9124984741211,1001.0
2014-09-22,99.9124984741211,99.9124984741211,99.91000366210938,99.91000366210938,2817.0
2014-09-23,99.9124984741211,99.9124984741211,99.91000366210938,99.9124984741211,120.0
2014-09-24,99.9124984741211,99.9124984741211,99.91000366210938,99.91000366210938,2431.0
2014-09-25,99.9124984741211,99.9124984741211,99.91000366210938,99.9124984741211,640.0
2014-09-26,99.9124984741211,99.9124984741211,99.9124984741211,99.9124984741211,232.0
2014-09-29,99.9124984741211,99.9124984741211,99.91000366210938,99.91000366210938,63.0
2014-09-30,99.9124984741211,99.9124984741211,99.9124984741211,99.9124984741211,3650.0
2014-10-01,99.91500091552734,99.9250030517578,99.91000366210938,99.91500091552734,10329.0
2014-10-02,99.91500091552734,99.91999816894533,99.91000366210938,99.91999816894533,5095.0
2014-10-03,99.91500091552734,99.91500091552734,99.91000366210938,99.91500091552734,217.0
2014-10-06,99.9124984741211,99.91500091552734,99.9124984741211,99.9124984741211,2110.0
2014-10-07,99.9124984741211,99.91500091552734,99.9124984741211,99.91500091552734,162.0
2014-10-08,99.9124984741211,99.9124984741211,99.9124984741211,99.9124984741211,3.0
2014-10-09,99.9124984741211,99.91500091552734,99.9124984741211,99.91500091552734,451.0
2014-10-10,99.9124984741211,99.91500091552734,99.9124984741211,99.91500091552734,109.0
2014-10-13,99.9124984741211,99.91500091552734,99.9124984741211,99.91500091552734,1000.0
2014-10-14,99.9124984741211,99.91500091552734,99.9124984741211,99.91500091552734,102.0
2014-10-15,99.9124984741211,99.91500091552734,99.9124984741211,99.91500091552734,2588.0
2014-10-16,99.9124984741211,99.9124984741211,99.91000366210938,99.9124984741211,363.0
2014-10-17,99.9124984741211,99.9124984741211,99.9124984741211,99.9124984741211,300.0
2014-10-20,99.9124984741211,99.9124984741211,99.91000366210938,99.91000366210938,1.0
2014-10-21,99.9124984741211,99.9124984741211,99.9124984741211,99.9124984741211,26.0
2014-10-22,99.9124984741211,99.9124984741211,99.91000366210938,99.9124984741211,41.0
2014-10-23,99.9124984741211,99.9124984741211,99.91000366210938,99.91000366210938,243.0
2014-10-24,99.9124984741211,99.9124984741211,99.91000366210938,99.91000366210938,22.0
2014-10-27,99.9124984741211,99.9124984741211,99.9124984741211,99.9124984741211,8.0
2014-10-28,99.9124984741211,99.9124984741211,99.9124984741211,99.9124984741211,314.0
2014-10-29,99.9124984741211,99.9124984741211,99.91000366210938,99.91000366210938,56.0
2014-10-30,99.9124984741211,99.9124984741211,99.9124984741211,99.9124984741211,1.0
2014-10-31,99.9124984741211,99.9124984741211,99.91000366210938,99.91000366210938,10355.0
2014-11-03,99.91000366210938,99.9124984741211,99.91000366210938,99.91000366210938,974.0
2014-11-04,99.91000366210938,99.91000366210938,99.91000366210938,99.91000366210938,1704.0
2014-11-05,99.90750122070312,99.91000366210938,99.90499877929688,99.91000366210938,4378.0
2014-11-06,99.90750122070312,99.90750122070312,99.90499877929688,99.90499877929688,1565.0
2014-11-07,99.90750122070312,99.90750122070312,99.90750122070312,99.90750122070312,1565.0
2014-11-10,99.90750122070312,99.90750122070312,99.90750122070312,99.90750122070312,38.0
2014-11-11,99.90750122070312,99.90750122070312,99.90750122070312,99.90750122070312,38.0
2014-11-12,99.90750122070312,99.90750122070312,99.90499877929688,99.90750122070312,1073.0
2014-11-13,99.90750122070312,99.90750122070312,99.90499877929688,99.90750122070312,2835.0
2014-11-14,99.90750122070312,99.91000366210938,99.90750122070312,99.90750122070312,871.0
