Date,Close,High,Low,Open,Volume
2014-09-17,166.16070556640625,166.93373930329858,165.35478238362737,166.2264970066135,4295900.0
2014-09-18,167.03244018554688,167.0982316336303,166.4979019239682,166.6952637197828,3454900.0
2014-09-19,166.83511352539062,167.76440074107458,166.58841121011102,167.5834773442434,4963900.0
2014-09-22,165.61795043945312,166.65413748160802,165.28077398383456,166.58835858393954,3042800.0
2014-09-23,164.70510864257812,165.70840620012115,164.63109797401384,165.02583408812484,2891100.0
2014-09-24,165.9807891845703,166.05514661018728,164.27876309301516,164.68361897786383,3065200.0
2014-09-25,163.25421142578125,165.551121780001,163.25421142578125,165.5180782428233,2388500.0
2014-09-26,164.65882873535156,164.9975849451689,163.3699161984373,163.5682152838194,2959500.0
2014-09-29,164.23748779296875,164.58450180126349,163.0642463533351,163.17991768943335,3024800.0
2014-09-30,163.80783081054688,164.92324278232653,163.52691653567297,164.44402940371455,4368600.0
2014-10-01,161.6597137451172,163.63439743084786,161.28791380400793,163.62612708527234,13017200.0
2014-10-02,161.67617797851562,162.2214911098303,159.98242182727256,161.51920535637666,5643800.0
2014-10-03,163.4442901611328,163.7830337718595,162.2545208347158,162.74199191485863,5624000.0
2014-10-06,163.22950744628906,164.3366493015062,162.6759365186805,164.1383627645906,3634100.0
2014-10-07,160.75079345703125,162.77504797152173,160.70947956750513,162.39499044523092,4917400.0
2014-10-08,163.54347229003906,163.75828690002106,159.9824338056495,160.80866130020786,5007900.0
2014-10-09,160.2054443359375,163.5020953058,160.17240079608683,163.3203243185559,6703600.0
2014-10-10,158.470458984375,161.05654284487147,158.44567316451835,160.26337139499273,6836500.0
2014-10-13,155.79344177246094,158.96615206955207,155.76039822252935,158.37953765584913,4569800.0
2014-10-14,156.156982421875,157.85075115477517,155.56209767073707,156.66098165249934,9802100.0
2014-10-15,154.9093780517578,155.42163499978028,151.30702612330012,154.00052287891523,17407700.0
2014-10-16,154.8597869873047,155.99172703577457,152.1084609914505,152.2323900517218,12451600.0
2014-10-17,156.79319763183594,157.8094539360591,156.0495853107304,156.6775262850726,5800400.0
2014-10-20,158.28866577148438,158.3795513006637,156.4461819787368,156.47096779512836,3164000.0
2014-10-21,161.403564453125,161.5027077294286,159.24710994289404,159.42888102093897,6178400.0
2014-10-22,160.2880859375,162.0975256258065,160.18894270216066,161.71745554496025,5299500.0
2014-10-23,162.17193603515625,163.13862071722005,161.6018370312447,161.83317972743615,5831700.0
2014-10-24,163.3286590576172,163.4195445940898,161.77535980776548,162.3867601374611,6324200.0
2014-10-27,163.12208557128906,163.37822668054983,162.2049851700456,162.7750715420327,2172600.0
2014-10-28,164.97280883789062,165.01412272567848,163.62605426082328,163.71693977106517,3039800.0
2014-10-29,164.78280639648438,165.6090338552656,163.6839223634377,165.1380781522897,4783200.0
2014-10-30,165.9147491455078,166.29481935846746,164.2044647052685,164.29535023833068,2946900.0
2014-10-31,167.71591186523438,167.87288448808806,166.9970854225993,167.8233128590574,5761200.0
2014-11-03,167.81503295898438,168.37686149010145,167.44323318313002,167.9059184692802,6318500.0
2014-11-04,167.2532196044922,167.66633333678473,166.39394858850514,167.3771612885183,5309000.0
2014-11-05,168.3273468017578,168.50911788383073,167.55896117891277,168.47607432674147,5668700.0
2014-11-06,168.96348571777344,169.0626289611432,167.70761667043405,168.31902942141352,4176600.0
